# banda J
10.0   6.9   7.6
10.5  10.1  11.7
11.0  14.9  17.7
11.5  22.2  26.6
12.0  32.9  39.9
12.5  48.1  59.5
13.0  68.4  88.0
13.5  94.3  128.0
14.0  125.8 182.3
14.5  162.2 253.7
15.0  202.6 344.5
15.5  245.9 456.3
16.0  291.3 590.4
16.5  338.7 747.6
17.0  389.5 929.1
17.5  448.3 1137.1
18.0  523.3 1377.4
18.5  624.0 1660.4
19.0  758.3 2001.4
19.5  927.3 2418.7
20.0 1123.1 2928.7
20.5 1332.3 3541.8
21.0 1541.3 4261.0
21.5 1738.9 5083.1
22.0 1913.7 5999.9
